Loan_ID,Applicant_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Tenure_Months,Loan_Purpose,Loan_Grade,EMI_Amount,Issue_Date,Debt_To_Income_%,Loan_Status,Issue_Year,Issue_Month,Issue_Quarter,DTI_Risk,Loan_Size
LN025900,APP04363,Auto Loan,413000.0,16.84,48,Business Expansion,E,11882.97,2024-05-11,20.58,Active,2024,5,2,Moderate Risk,Medium
LN025901,APP00123,Business Loan,673000.0,17.66,12,Investment,E,61591.79,2025-12-27,178.69,Active,2025,12,4,Very High Risk,Large
LN025902,APP04917,Personal Loan,150000.0,18.85,48,Education,F,4473.15,2024-08-26,9.74,Active,2024,8,3,Low Risk,Medium
LN025903,APP08022,Gold Loan,258000.0,16.32,18,Business Expansion,E,16137.8,2024-10-13,22.18,Closed,2024,10,4,Moderate Risk,Medium
LN025904,APP09949,Business Loan,100000.0,17.25,24,Wedding,E,4956.25,2025-02-28,13.11,Closed,2025,2,1,Low Risk,Small
LN025905,APP13606,Gold Loan,275000.0,17.64,24,Home Purchase,F,13681.34,2025-02-27,22.96,Closed,2025,2,1,Moderate Risk,Medium
LN025906,APP16531,Personal Loan,384000.0,18.14,12,Medical Emergency,E,35230.71,2024-11-03,80.31,Active,2024,11,4,Very High Risk,Medium
LN025907,APP04585,Business Loan,972000.0,17.02,12,Investment,D,88660.24,2024-02-12,179.23,Active,2024,2,1,Very High Risk,Large
LN025908,APP10745,Personal Loan,121000.0,17.4,36,Education,D,4338.11,2024-04-30,12.05,Active,2024,4,2,Low Risk,Medium
LN025909,APP18212,Personal Loan,287000.0,16.12,24,Debt Consolidation,C,14068.87,2023-11-20,30.56,Active,2023,11,4,Moderate Risk,Medium
LN025910,APP15183,Home Loan,1031000.0,16.59,120,Medical Emergency,F,17651.58,2024-06-02,94.6,Active,2024,6,2,Very High Risk,Very Large
LN025911,APP15823,Education Loan,591000.0,16.69,60,Vehicle Purchase,C,14589.54,2024-06-29,13.44,Active,2024,6,2,Low Risk,Large
LN025912,APP15431,Education Loan,511000.0,15.89,48,Medical Emergency,B,14453.11,2025-12-18,16.11,Closed,2025,12,4,Low Risk,Large
LN025913,APP05161,Auto Loan,494000.0,17.08,24,Business Expansion,D,24443.47,2023-11-22,52.69,Active,2023,11,4,Very High Risk,Medium
LN025914,APP12078,Personal Loan,145000.0,15.79,48,Home Purchase,E,4093.76,2023-10-18,4.32,Active,2023,10,4,Low Risk,Medium
LN025915,APP16155,Business Loan,986000.0,17.41,36,Home Purchase,F,35355.11,2025-10-26,48.89,Active,2025,10,4,High Risk,Large
LN025916,APP09419,Education Loan,527000.0,17.34,48,Education,D,15299.47,2025-02-22,29.11,Closed,2025,2,1,Moderate Risk,Large
LN025917,APP18651,Personal Loan,155000.0,17.37,24,Home Renovation,E,7691.14,2024-07-24,16.74,Active,2024,7,3,Low Risk,Medium
LN025918,APP10032,Personal Loan,422000.0,16.48,48,Wedding,C,12063.59,2024-10-02,23.83,Active,2024,10,4,Moderate Risk,Medium
LN025919,APP05012,Personal Loan,95000.0,14.0,36,Home Purchase,B,3246.87,2025-01-11,2.28,Closed,2025,1,1,Low Risk,Small
LN025920,APP08698,Gold Loan,139000.0,15.04,18,Home Purchase,D,8674.1,2023-09-03,15.17,Active,2023,9,3,Low Risk,Medium
LN025921,APP02890,Home Loan,3833000.0,16.97,180,Debt Consolidation,E,58908.56,2024-10-13,84.36,Active,2024,10,4,Very High Risk,Very Large
LN025922,APP14454,Home Loan,537000.0,16.19,120,Wedding,D,9059.14,2023-10-13,42.18,Closed,2023,10,4,High Risk,Large
LN025923,APP10442,Home Loan,2551000.0,17.43,180,Home Purchase,D,40040.02,2025-10-16,53.82,Active,2025,10,4,Very High Risk,Very Large
LN025924,APP10177,Gold Loan,48000.0,15.81,18,Wedding,D,3012.8,2025-09-06,24.1,Active,2025,9,3,Moderate Risk,Small
LN025925,APP05263,Gold Loan,72000.0,13.1,24,Education,B,3426.39,2024-10-30,3.45,Active,2024,10,4,Low Risk,Small
LN025926,APP01383,Home Loan,2141000.0,17.46,180,Vehicle Purchase,D,33650.57,2024-08-13,65.38,Active,2024,8,3,Very High Risk,Very Large
LN025927,APP05565,Home Loan,1200000.0,17.47,180,Vehicle Purchase,D,18869.23,2024-03-24,37.8,Closed,2024,3,1,High Risk,Very Large
LN025928,APP08207,Home Loan,2130000.0,16.83,300,Wedding,D,30338.18,2025-09-20,62.39,Active,2025,9,3,Very High Risk,Very Large
LN025929,APP16549,Auto Loan,977000.0,14.55,72,Home Renovation,A,20420.67,2024-02-11,15.53,Active,2024,2,1,Low Risk,Large
LN025930,APP11696,Personal Loan,65000.0,14.88,12,Home Renovation,D,5863.11,2024-12-31,5.14,Active,2024,12,4,Low Risk,Small
LN025931,APP16508,Personal Loan,171000.0,17.52,36,Home Purchase,F,6140.96,2024-09-09,21.51,Active,2024,9,3,Moderate Risk,Medium
LN025932,APP08603,Education Loan,450000.0,15.96,24,Medical Emergency,D,22024.8,2025-08-17,60.28,Active,2025,8,3,Very High Risk,Medium
LN025933,APP04628,Business Loan,1562000.0,12.53,12,Business Expansion,A,139169.39,2023-12-24,99.55,Active,2023,12,4,Very High Risk,Very Large
LN025934,APP08505,Business Loan,987000.0,14.19,36,Education,C,33824.47,2025-04-02,59.71,Active,2025,4,2,Very High Risk,Large
LN025935,APP03160,Auto Loan,223000.0,15.27,48,Home Purchase,D,6236.82,2025-12-02,49.89,Closed,2025,12,4,High Risk,Medium
LN025936,APP12571,Auto Loan,625000.0,16.12,24,Home Purchase,D,30637.79,2023-07-29,63.46,Closed,2023,7,3,Very High Risk,Large
LN025937,APP19433,Education Loan,144000.0,16.03,36,Wedding,D,5064.75,2024-07-07,10.4,Active,2024,7,3,Low Risk,Medium
LN025938,APP19923,Personal Loan,66000.0,18.16,12,Investment,F,6055.91,2025-01-10,5.19,Active,2025,1,1,Low Risk,Small
LN025939,APP05330,Personal Loan,207000.0,15.73,60,Debt Consolidation,B,5004.19,2024-11-30,17.58,Active,2024,11,4,Low Risk,Medium
LN025940,APP10634,Business Loan,301000.0,17.55,60,Education,F,7569.93,2024-04-03,13.0,Active,2024,4,2,Low Risk,Medium
LN025941,APP15802,Home Loan,2360000.0,14.03,180,Wedding,C,31476.68,2026-01-17,33.83,Active,2026,1,1,Moderate Risk,Very Large
LN025942,APP03553,Home Loan,1728000.0,16.72,360,Medical Emergency,D,24243.22,2023-07-17,51.67,Active,2023,7,3,Very High Risk,Very Large
LN025943,APP11744,Education Loan,413000.0,15.51,24,Investment,D,20125.2,2023-07-14,22.58,Active,2023,7,3,Moderate Risk,Medium
LN025944,APP10796,Personal Loan,424000.0,18.86,36,Home Renovation,F,15512.16,2025-11-16,30.78,Closed,2025,11,4,Moderate Risk,Medium
LN025945,APP01343,Education Loan,586000.0,15.44,24,Home Purchase,D,28535.83,2024-09-22,29.71,Active,2024,9,3,Moderate Risk,Large
LN025946,APP18892,Education Loan,126000.0,16.07,48,Education,D,3575.39,2023-05-26,4.41,Active,2023,5,2,Low Risk,Medium
LN025947,APP00018,Business Loan,1064000.0,17.78,24,Education,E,53006.21,2024-03-19,106.48,Closed,2024,3,1,Very High Risk,Very Large
LN025948,APP00261,Business Loan,296000.0,17.09,60,Business Expansion,E,7370.69,2024-06-18,30.11,Active,2024,6,2,Moderate Risk,Medium
LN025949,APP18443,Gold Loan,280000.0,17.24,12,Medical Emergency,E,25569.23,2026-01-14,41.11,Active,2026,1,1,High Risk,Medium
LN025950,APP11531,Gold Loan,264000.0,17.38,24,Investment,D,13101.01,2024-03-21,23.75,Active,2024,3,1,Moderate Risk,Medium
LN025951,APP16595,Auto Loan,1277000.0,15.43,24,Business Expansion,C,62178.66,2024-06-17,73.15,Active,2024,6,2,Very High Risk,Very Large
LN025952,APP11493,Education Loan,158000.0,14.88,84,Medical Emergency,D,3038.26,2023-12-01,14.48,Active,2023,12,4,Low Risk,Medium
LN025953,APP02782,Education Loan,759000.0,14.06,36,Home Purchase,B,25962.94,2024-08-17,37.08,Active,2024,8,3,High Risk,Large
LN025954,APP13975,Business Loan,500000.0,16.86,36,Medical Emergency,F,17791.55,2023-08-18,35.48,Active,2023,8,3,High Risk,Medium
LN025955,APP07100,Gold Loan,145000.0,17.85,18,Wedding,D,9241.47,2025-06-20,12.44,Closed,2025,6,2,Low Risk,Medium
LN025956,APP03538,Gold Loan,220000.0,15.98,12,Home Renovation,D,19958.71,2026-01-01,36.29,Active,2026,1,1,High Risk,Medium
LN025957,APP05589,Gold Loan,109000.0,15.84,24,Debt Consolidation,D,5328.65,2024-03-03,7.53,Active,2024,3,1,Low Risk,Medium
LN025958,APP17717,Auto Loan,406000.0,14.81,24,Investment,D,19648.95,2023-08-13,36.59,Active,2023,8,3,High Risk,Medium
LN025959,APP01639,Auto Loan,278000.0,16.34,60,Home Purchase,C,6810.74,2024-12-05,37.41,Active,2024,12,4,High Risk,Medium
LN025960,APP16666,Business Loan,596000.0,15.08,36,Home Renovation,D,20683.89,2024-09-29,34.11,Active,2024,9,3,Moderate Risk,Large
LN025961,APP11826,Business Loan,849000.0,14.09,24,Education,B,40799.04,2024-12-07,38.19,Active,2024,12,4,High Risk,Large
LN025962,APP00128,Home Loan,875000.0,15.1,180,Medical Emergency,B,12306.37,2025-01-21,8.4,Active,2025,1,1,Low Risk,Large
LN025963,APP03769,Education Loan,494000.0,17.95,60,Home Renovation,D,12530.92,2025-11-26,30.07,Closed,2025,11,4,Moderate Risk,Medium
LN025964,APP04627,Gold Loan,70000.0,15.34,6,Investment,D,12194.18,2023-10-02,17.82,Active,2023,10,4,Low Risk,Small
LN025965,APP00342,Home Loan,2017000.0,15.38,360,Education,D,26117.8,2026-01-09,48.68,Active,2026,1,1,High Risk,Very Large
LN025966,APP03025,Business Loan,817000.0,19.56,24,Business Expansion,F,41406.47,2026-04-08,109.89,Active,2026,4,2,Very High Risk,Large
LN025967,APP11984,Business Loan,223000.0,18.83,24,Education,F,11222.71,2023-06-01,53.11,Active,2023,6,2,Very High Risk,Medium
LN025968,APP06394,Business Loan,402000.0,14.35,60,Home Renovation,B,9426.94,2025-02-08,8.06,Closed,2025,2,1,Low Risk,Medium
LN025969,APP10298,Education Loan,415000.0,15.45,36,Debt Consolidation,D,33106.91,2025-03-04,42.19,Active,2025,3,1,High Risk,Medium
LN025970,APP00747,Business Loan,143000.0,14.56,24,Vehicle Purchase,D,6903.73,2025-03-10,19.13,Active,2025,3,1,Low Risk,Medium
LN025971,APP14304,Personal Loan,95000.0,16.34,12,Wedding,D,8634.72,2023-09-01,31.55,Closed,2023,9,3,Moderate Risk,Small
LN025972,APP04117,Personal Loan,259000.0,16.62,36,Business Expansion,C,9185.15,2024-01-12,14.33,Active,2024,1,1,Low Risk,Medium
LN025973,APP00001,Education Loan,651000.0,15.73,60,Vehicle Purchase,D,15737.81,2023-06-13,27.17,Active,2023,6,2,Moderate Risk,Large
LN025974,APP13999,Business Loan,333000.0,15.33,24,Vehicle Purchase,C,16198.31,2023-10-09,30.77,Active,2023,10,4,Moderate Risk,Medium
LN025975,APP09248,Business Loan,229000.0,16.14,48,Debt Consolidation,D,6506.36,2024-08-29,16.75,Active,2024,8,3,Low Risk,Medium
LN025976,APP15267,Business Loan,1690000.0,15.4,24,Home Purchase,C,82263.98,2023-09-26,56.76,Active,2023,9,3,Very High Risk,Very Large
LN025977,APP08798,Home Loan,4415000.0,14.61,360,Debt Consolidation,D,54450.84,2026-02-17,59.05,Active,2026,2,1,Very High Risk,Very Large
LN025978,APP14506,Business Loan,1179000.0,17.28,48,Business Expansion,D,34191.13,2024-08-22,40.26,Active,2024,8,3,High Risk,Very Large
LN025979,APP08812,Gold Loan,189000.0,14.64,18,Debt Consolidation,D,11758.73,2024-09-21,11.04,Active,2024,9,3,Low Risk,Medium
LN025980,APP17889,Personal Loan,434000.0,14.25,60,Wedding,C,10154.76,2025-09-05,15.21,Active,2025,9,3,Low Risk,Medium
LN025981,APP03535,Auto Loan,1231000.0,16.05,72,Medical Emergency,C,26736.56,2025-02-26,29.32,Active,2025,2,1,Moderate Risk,Very Large
LN025982,APP05666,Home Loan,2502000.0,17.67,240,Business Expansion,E,37979.43,2024-11-05,55.76,Active,2024,11,4,Very High Risk,Very Large
LN025983,APP05528,Gold Loan,28000.0,15.26,18,Home Renovation,D,1750.2,2024-08-28,4.64,Active,2024,8,3,Low Risk,Small
LN025984,APP00636,Gold Loan,185000.0,15.35,12,Wedding,D,16728.36,2025-08-07,12.85,Active,2025,8,3,Low Risk,Medium
LN025985,APP13753,Business Loan,542000.0,14.9,60,Business Expansion,D,12865.71,2024-06-11,18.44,Closed,2024,6,2,Low Risk,Large
LN025986,APP13100,Education Loan,208000.0,17.31,84,Wedding,E,4287.99,2025-07-04,18.53,Closed,2025,7,3,Low Risk,Medium
LN025987,APP00595,Home Loan,1064000.0,17.8,120,Vehicle Purchase,D,19034.92,2024-10-29,22.03,Closed,2024,10,4,Moderate Risk,Very Large
LN025988,APP05673,Personal Loan,355000.0,14.43,12,Wedding,C,31946.3,2026-04-14,26.48,Active,2026,4,2,Moderate Risk,Medium
LN025989,APP01216,Auto Loan,340000.0,18.24,60,Vehicle Purchase,E,8678.22,2024-02-20,16.69,Closed,2024,2,1,Low Risk,Medium
LN025990,APP19404,Auto Loan,331000.0,17.79,48,Wedding,E,9686.84,2023-12-11,26.65,Active,2023,12,4,Moderate Risk,Medium
LN025991,APP14153,Auto Loan,489000.0,17.11,48,Wedding,D,14137.96,2025-10-15,17.13,Active,2025,10,4,Low Risk,Medium
LN025992,APP05571,Education Loan,793000.0,16.51,36,Debt Consolidation,D,28079.61,2023-08-10,33.71,Active,2023,8,3,Moderate Risk,Large
LN025993,APP13166,Personal Loan,442000.0,16.32,60,Medical Emergency,A,10056.86,2024-07-25,6.06,Active,2024,7,3,Low Risk,Medium
LN025994,APP17895,Business Loan,599000.0,16.3,60,Investment,D,14662.17,2025-10-22,24.84,Active,2025,10,4,Moderate Risk,Large
LN025995,APP02292,Personal Loan,415000.0,16.84,24,Home Renovation,D,21770.15,2025-02-28,35.84,Active,2025,2,1,High Risk,Medium
LN025996,APP00085,Home Loan,1334000.0,17.0,300,Home Purchase,E,19180.21,2024-04-27,42.77,Active,2024,4,2,High Risk,Very Large
LN025997,APP14370,Personal Loan,126000.0,16.37,24,Medical Emergency,D,6191.65,2024-09-19,7.77,Active,2024,9,3,Low Risk,Medium
LN025998,APP05930,Personal Loan,246000.0,15.81,36,Wedding,D,8625.57,2026-03-10,17.36,Closed,2026,3,1,Low Risk,Medium
LN025999,APP01817,Gold Loan,230000.0,16.32,18,Wedding,B,14234.02,2023-05-29,13.59,Active,2023,5,2,Low Risk,Medium
LN026000,APP01046,Auto Loan,270000.0,15.28,60,Medical Emergency,E,6463.03,2025-06-11,40.54,Closed,2025,6,2,High Risk,Medium
LN026001,APP15446,Business Loan,301000.0,16.6,24,Investment,D,14824.33,2025-06-23,24.0,Active,2025,6,2,Moderate Risk,Medium
LN026002,APP06638,Gold Loan,209000.0,15.5,12,Home Purchase,C,18913.33,2025-04-12,21.71,Active,2025,4,2,Moderate Risk,Medium
LN026003,APP01386,Personal Loan,183000.0,15.11,60,Home Renovation,C,4364.13,2023-08-01,4.8,Active,2023,8,3,Low Risk,Medium
LN026004,APP12553,Personal Loan,374000.0,15.58,48,Business Expansion,D,10518.99,2026-04-07,17.99,Active,2026,4,2,Low Risk,Medium
LN026005,APP13076,Auto Loan,415000.0,16.13,72,Investment,E,7638.98,2024-02-23,14.32,Closed,2024,2,1,Low Risk,Medium
LN026006,APP02185,Education Loan,203000.0,13.45,84,Investment,B,3742.81,2025-04-12,2.02,Active,2025,4,2,Low Risk,Medium
LN026007,APP14638,Home Loan,3889000.0,17.15,300,Home Purchase,D,56378.76,2025-11-18,75.72,Active,2025,11,4,Very High Risk,Very Large
LN026008,APP19121,Auto Loan,508000.0,13.25,60,Home Purchase,A,11623.68,2025-10-12,11.65,Active,2025,10,4,Low Risk,Large
LN026009,APP12541,Gold Loan,137000.0,14.74,24,Home Renovation,C,6625.76,2024-02-16,9.14,Active,2024,2,1,Low Risk,Medium
LN026010,APP11955,Personal Loan,115000.0,19.01,60,Investment,F,2983.8,2025-12-15,14.93,Active,2025,12,4,Low Risk,Medium
LN026011,APP01070,Personal Loan,74000.0,16.95,60,Business Expansion,E,1837.1,2024-02-04,4.12,Active,2024,2,1,Low Risk,Small
LN026012,APP09031,Business Loan,964000.0,15.92,12,Business Expansion,E,87428.06,2023-12-11,174.84,Active,2023,12,4,Very High Risk,Large
LN026013,APP13442,Auto Loan,601000.0,16.36,72,Wedding,D,13156.21,2025-07-11,26.62,Active,2025,7,3,Moderate Risk,Large
LN026014,APP18540,Auto Loan,1434000.0,14.35,48,Investment,B,39438.4,2024-01-15,42.72,Active,2024,1,1,High Risk,Very Large
LN026015,APP02192,Home Loan,1436000.0,15.37,120,Wedding,C,23494.15,2025-12-23,26.38,Active,2025,12,4,Moderate Risk,Very Large
LN026016,APP12900,Personal Loan,77000.0,16.32,12,Debt Consolidation,D,7026.06,2024-06-17,16.86,Active,2024,6,2,Low Risk,Small
LN026017,APP13974,Auto Loan,667000.0,14.58,48,Home Renovation,B,18421.41,2024-06-22,25.66,Active,2024,6,2,Moderate Risk,Large
LN026018,APP11087,Gold Loan,172000.0,13.29,6,Home Purchase,A,29788.06,2025-12-24,17.52,Active,2025,12,4,Low Risk,Medium
LN026019,APP18691,Business Loan,673000.0,16.22,12,Wedding,E,61131.95,2024-10-29,121.34,Active,2024,10,4,Very High Risk,Large
LN026020,APP19596,Personal Loan,215000.0,16.06,36,Vehicle Purchase,D,7565.13,2024-10-01,25.88,Active,2024,10,4,Moderate Risk,Medium
LN026021,APP02297,Personal Loan,124000.0,16.34,60,Home Purchase,F,3037.89,2025-08-30,7.69,Closed,2025,8,3,Low Risk,Medium
LN026022,APP04359,Education Loan,153000.0,14.25,24,Vehicle Purchase,C,7364.05,2025-11-05,5.81,Active,2025,11,4,Low Risk,Medium
LN026023,APP17765,Personal Loan,423000.0,17.41,60,Medical Emergency,E,10606.12,2025-05-19,12.38,Active,2025,5,2,Low Risk,Medium
LN026024,APP15543,Gold Loan,282000.0,15.18,18,Vehicle Purchase,C,17616.41,2025-08-20,20.39,Closed,2025,8,3,Moderate Risk,Medium
LN026025,APP19839,Education Loan,334000.0,16.18,36,Wedding,D,11772.15,2024-12-03,33.33,Active,2024,12,4,Moderate Risk,Medium
LN026026,APP06282,Home Loan,1172000.0,15.22,180,Wedding,D,16580.12,2023-11-15,29.12,Active,2023,11,4,Moderate Risk,Very Large
LN026027,APP01073,Personal Loan,94000.0,14.95,36,Business Expansion,C,3256.24,2025-01-26,5.24,Active,2025,1,1,Low Risk,Small
LN026028,APP06384,Gold Loan,60000.0,16.09,24,Home Renovation,D,2940.37,2024-03-08,10.47,Active,2024,3,1,Low Risk,Small
LN026029,APP15579,Home Loan,802000.0,14.93,240,Home Renovation,C,10519.2,2023-09-12,7.67,Active,2023,9,3,Low Risk,Large
LN026030,APP19352,Education Loan,532000.0,16.4,24,Medical Emergency,E,26150.17,2024-10-02,62.76,Active,2024,10,4,Very High Risk,Large
LN026031,APP19576,Home Loan,1361000.0,16.29,300,Education,D,18804.81,2025-06-18,39.54,Active,2025,6,2,High Risk,Very Large
LN026032,APP10292,Gold Loan,59000.0,14.87,24,Home Purchase,C,2857.07,2023-10-09,4.8,Active,2023,10,4,Low Risk,Small
LN026033,APP03223,Home Loan,1334000.0,17.02,300,Debt Consolidation,E,19201.36,2025-06-18,46.08,Closed,2025,6,2,High Risk,Very Large
LN026034,APP17010,Personal Loan,272000.0,15.28,12,Medical Emergency,C,24586.21,2025-08-08,73.34,Active,2025,8,3,Very High Risk,Medium
LN026035,APP04818,Auto Loan,395000.0,17.05,24,Investment,D,19539.19,2024-11-09,46.89,Active,2024,11,4,High Risk,Medium
LN026036,APP13514,Education Loan,605000.0,13.63,48,Home Renovation,B,16420.45,2023-07-11,34.26,Active,2023,7,3,Moderate Risk,Large
LN026037,APP04316,Personal Loan,415000.0,15.63,60,Home Purchase,D,11409.66,2024-03-24,16.32,Active,2024,3,1,Low Risk,Medium
LN026038,APP18401,Home Loan,2114000.0,16.16,300,Vehicle Purchase,D,28992.67,2025-07-05,27.84,Closed,2025,7,3,Moderate Risk,Very Large
LN026039,APP20000,Auto Loan,330000.0,16.45,48,Investment,D,9428.52,2023-09-23,23.06,Closed,2023,9,3,Moderate Risk,Medium
LN026040,APP09150,Personal Loan,77000.0,14.56,24,Wedding,C,3717.4,2026-01-31,2.41,Active,2026,1,1,Low Risk,Small
LN026041,APP07494,Education Loan,784000.0,15.68,24,Debt Consolidation,C,38267.31,2025-10-24,38.96,Active,2025,10,4,High Risk,Large
LN026042,APP09659,Gold Loan,169000.0,14.32,6,Home Renovation,C,29354.72,2025-07-30,52.72,Active,2025,7,3,Very High Risk,Medium
LN026043,APP10806,Auto Loan,256000.0,17.29,48,Education,D,7425.36,2023-07-12,18.22,Active,2023,7,3,Low Risk,Medium
LN026044,APP18856,Education Loan,299000.0,16.32,84,Vehicle Purchase,F,6230.12,2024-04-21,20.22,Closed,2024,4,2,Moderate Risk,Medium
LN026045,APP16125,Education Loan,109000.0,14.99,24,Home Purchase,C,5284.53,2024-08-25,9.25,Active,2024,8,3,Low Risk,Medium
LN026046,APP02928,Home Loan,736000.0,17.55,180,Business Expansion,E,11615.19,2024-09-13,20.26,Active,2024,9,3,Moderate Risk,Large
LN026047,APP06283,Auto Loan,1306000.0,14.71,24,Vehicle Purchase,B,63143.77,2023-10-02,43.41,Active,2023,10,4,High Risk,Very Large
LN026048,APP07230,Education Loan,575000.0,18.43,84,Education,F,12230.61,2025-03-28,22.14,Active,2025,3,1,Moderate Risk,Large
LN026049,APP12535,Education Loan,618000.0,14.4,48,Vehicle Purchase,B,17012.03,2024-03-13,10.12,Active,2024,3,1,Low Risk,Large
LN026050,APP06309,Auto Loan,710000.0,17.77,72,Investment,D,16101.35,2024-08-16,21.5,Active,2024,8,3,Moderate Risk,Large
LN026051,APP03030,Personal Loan,370000.0,18.98,60,Home Purchase,F,9593.93,2024-06-08,19.04,Active,2024,6,2,Low Risk,Medium
LN026052,APP01832,Gold Loan,415000.0,15.96,24,Home Purchase,E,6803.22,2025-03-21,13.88,Active,2025,3,1,Low Risk,Medium
LN026053,APP12157,Gold Loan,70000.0,15.54,24,Education,E,3412.05,2023-10-22,10.87,Active,2023,10,4,Low Risk,Small
LN026054,APP09733,Personal Loan,163000.0,16.28,60,Home Renovation,D,3988.13,2023-09-21,5.01,Closed,2023,9,3,Low Risk,Medium
LN026055,APP07462,Home Loan,919000.0,15.92,360,Education,D,12299.05,2024-08-20,14.7,Active,2024,8,3,Low Risk,Large
LN026056,APP18577,Home Loan,2029000.0,18.88,180,Debt Consolidation,F,33968.08,2024-05-18,82.47,Active,2024,5,2,Very High Risk,Very Large
LN026057,APP10437,Business Loan,314000.0,14.2,12,Medical Emergency,C,28222.71,2024-12-06,43.03,Active,2024,12,4,High Risk,Medium
LN026058,APP11898,Gold Loan,86000.0,16.52,6,Home Renovation,E,15031.83,2024-07-04,37.59,Closed,2024,7,3,High Risk,Small
LN026059,APP02117,Business Loan,1033000.0,16.9,60,Business Expansion,C,25617.2,2024-09-26,26.05,Active,2024,9,3,Moderate Risk,Very Large
LN026060,APP19170,Home Loan,2280000.0,14.63,300,Home Purchase,C,28549.97,2024-02-02,69.11,Active,2024,2,1,Very High Risk,Very Large
LN026061,APP19350,Auto Loan,298000.0,15.81,48,Home Renovation,B,8416.43,2024-03-04,8.88,Active,2024,3,1,Low Risk,Medium
LN026062,APP15935,Auto Loan,691000.0,14.59,48,Home Renovation,C,19087.74,2025-11-18,41.17,Closed,2025,11,4,High Risk,Large
LN026063,APP18156,Education Loan,315000.0,15.56,24,Education,D,15357.24,2024-07-17,40.38,Active,2024,7,3,High Risk,Medium
LN026064,APP08286,Auto Loan,400000.0,16.86,72,Medical Emergency,D,8867.23,2025-04-18,8.08,Active,2025,4,2,Low Risk,Medium
LN026065,APP00802,Home Loan,2998000.0,16.06,360,Home Purchase,E,40460.9,2026-02-12,79.81,Active,2026,2,1,Very High Risk,Very Large
LN026066,APP05338,Gold Loan,415000.0,17.39,18,Home Purchase,D,4319.05,2023-09-16,7.53,Active,2023,9,3,Low Risk,Medium
LN026067,APP09700,Home Loan,1558000.0,15.66,300,Debt Consolidation,C,20756.41,2025-07-09,14.69,Active,2025,7,3,Low Risk,Very Large
LN026068,APP15031,Gold Loan,72000.0,16.58,24,Business Expansion,C,3545.33,2025-05-03,3.82,Active,2025,5,2,Low Risk,Small
LN026069,APP16590,Gold Loan,62000.0,19.0,6,Business Expansion,F,10913.47,2025-04-07,79.74,Active,2025,4,2,Very High Risk,Small
LN026070,APP12034,Personal Loan,325000.0,17.63,12,Wedding,E,29738.8,2023-12-05,48.17,Active,2023,12,4,High Risk,Medium
LN026071,APP10168,Home Loan,3398000.0,14.65,180,Vehicle Purchase,C,46746.04,2025-07-14,46.16,Active,2025,7,3,High Risk,Very Large
LN026072,APP03043,Education Loan,509000.0,15.91,48,Debt Consolidation,D,14401.75,2024-10-16,33.93,Active,2024,10,4,Moderate Risk,Large
LN026073,APP07318,Auto Loan,302000.0,15.7,72,Home Purchase,B,6501.16,2024-09-29,8.53,Active,2024,9,3,Low Risk,Medium
LN026074,APP15128,Home Loan,2277000.0,18.29,240,Debt Consolidation,E,35650.2,2024-08-09,78.11,Active,2024,8,3,Very High Risk,Very Large
LN026075,APP09422,Auto Loan,461000.0,16.32,60,Medical Emergency,C,11122.64,2023-10-01,20.52,Active,2023,10,4,Moderate Risk,Medium
LN026076,APP15524,Gold Loan,85000.0,16.87,18,Business Expansion,D,5377.81,2024-03-06,12.1,Closed,2024,3,1,Low Risk,Small
LN026077,APP09267,Gold Loan,163000.0,15.89,6,Wedding,C,28439.53,2024-11-30,32.24,Closed,2024,11,4,Moderate Risk,Medium
LN026078,APP14028,Auto Loan,202000.0,15.06,24,Home Purchase,B,9800.06,2025-11-05,6.6,Active,2025,11,4,Low Risk,Medium
LN026079,APP19992,Gold Loan,109000.0,16.4,18,Wedding,E,6871.98,2025-08-07,16.21,Closed,2025,8,3,Low Risk,Medium
LN026080,APP10165,Personal Loan,77000.0,12.7,36,Debt Consolidation,A,2583.32,2023-10-22,3.86,Active,2023,10,4,Low Risk,Small
LN026081,APP12853,Gold Loan,58000.0,17.74,6,Debt Consolidation,E,10172.95,2024-06-23,14.96,Active,2024,6,2,Low Risk,Small
LN026082,APP18225,Personal Loan,219000.0,16.97,36,Investment,E,7804.68,2024-12-10,13.38,Active,2024,12,4,Low Risk,Medium
LN026083,APP15964,Business Loan,552000.0,17.65,48,Medical Emergency,E,16114.22,2025-12-18,49.22,Active,2025,12,4,High Risk,Large
LN026084,APP13951,Auto Loan,743000.0,17.88,60,Investment,F,18818.85,2024-05-06,35.49,Active,2024,5,2,High Risk,Large
LN026085,APP06040,Auto Loan,472000.0,15.78,36,Medical Emergency,D,16542.9,2025-11-05,47.17,Active,2025,11,4,High Risk,Medium
LN026086,APP11033,Auto Loan,1448000.0,14.82,24,Business Expansion,B,70084.9,2025-04-10,80.45,Active,2025,4,2,Very High Risk,Very Large
LN026087,APP13922,Home Loan,978000.0,16.32,120,Investment,E,16997.41,2023-12-03,38.95,Active,2023,12,4,High Risk,Large
LN026088,APP12177,Personal Loan,254000.0,15.71,36,Investment,C,8893.56,2025-10-26,11.4,Closed,2025,10,4,Low Risk,Medium
LN026089,APP06433,Home Loan,624000.0,17.07,180,Debt Consolidation,E,9634.36,2026-03-31,77.07,Closed,2026,3,1,Very High Risk,Large
